1.01	1.18	1
1.01	1.16	1
1.13	1.14	1
1.12	1.25	1
1.42	1.37	1
1.61	1.53	1
1.76	1.64	1
2.18	2.11	1
2.66	2.7	1
3.68	3.85	1
5.69	5.73	1
9.79	9.93	1
17.86	17.62	1
31.74	32.71	1
61.19	60.9	1
117.68	117.96	1
229.93	224.24	1
425.89	429.06	1
651.36	628.96	1
864.18	850.48	1
1068.36	1045.71	1
1273.11	1273.27	1
1442.85	1479.77	1
1686.83	1655.52	1
1887.88	1891.37	1
1.07	1.09	1
1.8	1.17	1
1.62	1.1	1
1.09	1.29	1
1.39	1.28	1
1.68	1.61	1
2.71	2.05	1
2.59	2.68	1
3.93	3.68	1
5.75	5.62	1
9.83	9.98	1
18.66	18.58	1
35.04	35.07	1
67.97	69.45	1
129.72	131.78	1
258.81	258.28	1
506.05	512.89	1
988.98	990.61	1
1486.14	1456.36	1
1940.5	1955.52	1
2432.08	2428.84	1
2897.55	2914.83	1
3359.29	3379.28	1
3907.75	3878.55	1
4286.39	4319.25	1
1.12	1.17	1
1.16	1.14	1
1.94	1.07	1
1.21	1.38	1
1.46	1.54	1
1.74	2.17	1
2.64	1.97	1
2.23	2.17	1
3.0	2.81	1
3.65	3.74	1
5.38	5.81	1
9.02	8.68	1
16.45	15.66	1
27.99	28.02	1
51.63	51.47	1
97.0	97.07	1
181.97	186.59	1
356.13	347.17	1
526.98	506.51	1
688.55	680.24	1
851.17	820.17	1
1022.44	1022.68	1
1182.23	1191.19	1
1372.87	1347.3	1
1536.03	1495.26	1
0.97	1.07	1
1.0	1.13	1
1.07	1.0	1
1.27	1.3	1
1.33	1.45	1
1.7	1.87	1
2.21	2.02	1
2.29	2.62	1
3.52	3.66	1
5.33	5.61	1
10.27	9.58	1
17.59	17.4	1
33.24	33.4	1
63.71	64.08	1
126.18	123.71	1
244.76	247.06	1
487.95	484.53	1
942.22	945.42	1
1397.11	1404.64	1
1862.67	1849.6	1
2288.39	2309.06	1
2751.23	2754.05	1
3230.68	3221.1	1
3700.15	3641.02	1
4123.21	4104.49	1
1.03	1.03	2
1.02	1.12	2
1.1	1.17	2
1.17	1.33	2
1.33	1.29	2
1.51	1.71	2
2.0	2.02	2
2.47	2.49	2
3.56	3.69	2
6.42	5.32	2
10.21	9.94	2
18.84	18.46	2
35.4	36.19	2
66.89	67.69	2
132.25	133.42	2
258.96	255.57	2
503.88	512.05	2
967.09	997.84	2
1476.69	1472.42	2
1999.99	1975.18	2
2435.13	2440.96	2
2948.15	2937.79	2
3382.28	3387.52	2
3792.4	3907.19	2
4380.4	4335.74	2
1.18	1.06	2
1.04	1.13	2
1.09	1.16	2
1.18	1.36	2
1.43	1.44	2
2.38	1.84	2
2.01	2.34	2
2.88	3.13	2
3.17	5.04	2
6.24	9.14	2
7.79	17.05	2
20.96	32.25	2
40.53	61.72	2
50.86	106.54	2
98.52	134.17	2
193.25	241.36	2
383.03	486.81	2
1190.7	933.72	2
1108.8	1249.24	2
1468.69	1851.09	2
1827.65	1882.23	2
2208.51	2250.46	2
2544.38	2742.28	2
4655.01	3091.07	2
3270.95	3368.7	2
1.65	1.05	2
1.23	0.99	2
1.05	1.28	2
1.17	1.45	2
1.38	1.43	2
2.16	1.71	2
2.03	2.02	2
2.4	2.73	2
3.6	3.7	2
5.53	5.81	2
9.0	10.14	2
16.53	17.67	2
30.9	34.82	2
60.18	67.69	2
116.7	128.35	2
226.77	251.98	2
449.46	495.94	2
865.41	981.21	2
1310.89	1468.81	2
1710.04	1954.48	2
2136.9	2361.53	2
2551.2	2901.62	2
2933.61	3338.02	2
3372.31	3830.99	2
3832.91	4369.25	2
1.12	1.06	2
1.06	1.06	2
1.2	1.2	2
1.21	1.38	2
1.54	1.59	2
1.79	1.9	2
2.14	2.57	2
2.59	3.58	2
3.51	5.47	2
4.85	9.77	2
8.01	17.47	2
13.76	34.07	2
26.1	47.11	2
49.94	107.71	2
97.75	182.81	2
190.31	354.29	2
378.76	500.28	2
735.6	932.09	2
1091.26	1193.06	2
1453.18	1825.28	2
1800.65	1893.43	2
2166.34	2284.88	2
2525.06	2908.93	2
2895.54	3395.61	2
3238.16	3287.6	2
1.22	1.12	3
1.05	1.16	3
1.02	1.22	3
1.27	1.23	3
1.98	1.45	3
1.59	1.82	3
2.01	2.3	3
2.27	3.4	3
3.14	5.26	3
6.09	8.97	3
7.86	16.59	3
13.8	29.87	3
41.05	52.62	3
50.72	78.97	3
97.48	209.93	3
192.08	291.86	3
380.99	595.03	3
743.17	853.37	3
2429.79	1167.33	3
1461.58	1527.34	3
1832.52	1892.55	3
4809.22	2196.2	3
2539.4	2648.13	3
2907.35	3584.81	3
3252.55	3333.08	3
1.08	1.15	3
1.04	1.16	3
