did qid seed fillfactor ROWS distinct relpages fuzz fuzz2 step iomethod ioworkers eic direction run iorder order b values start end time_uncached time_cached distance_uncached distance_cached buffers_read buffers_hit
1 1 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc master 1 10435 10435 1.252 0.055 -1 -1 4 3
1 2 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-728899ba 1 23052 23052 1.273 0.053 -1 -1 5 3
1 3 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-3ded1b78 1 15804 15804 1.129 0.050 -1 -1 4 3
1 4 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-munro-3ded1b78 1 14020 14020 1.128 0.052 -1 -1 4 3
1 5 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-43ff7415 1 24275 24275 1.219 0.064 -1 -1 4 3
1 6 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-munro-43ff7415 1 18231 18231 1.102 0.068 -1 -1 5 3
1 7 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-munro-728899ba 1 31231 31231 1.326 0.050 -1 -1 5 3
1 8 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc master 2 31620 31621 1.216 0.072 -1 -1 4 3
1 9 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-728899ba 2 26191 26192 1.132 0.059 -1 -1 5 3
1 10 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-3ded1b78 2 4039 4040 0.957 0.050 -1 -1 3 5
1 11 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-munro-3ded1b78 2 1441 1442 0.873 0.050 -1 -1 3 5
1 12 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-43ff7415 2 14917 14918 1.079 0.055 -1 -1 4 3
1 13 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-munro-43ff7415 2 31792 31793 1.105 0.054 -1 -1 5 3
1 14 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-munro-728899ba 2 29312 29313 1.172 0.056 -1 -1 5 3
1 15 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc master 4 24619 24622 1.016 0.062 -1 -1 4 3
1 16 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-728899ba 4 1886 1889 0.928 0.054 -1 -1 3 5
1 17 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-3ded1b78 4 30433 30436 1.359 0.056 -1 -1 5 3
1 18 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-munro-3ded1b78 4 8409 8412 1.066 0.060 -1 -1 4 3
1 19 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-43ff7415 4 16857 16860 1.612 0.067 2.000 -1 6 3
1 20 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-munro-43ff7415 4 20485 20488 1.209 0.071 -1 -1 4 3
1 21 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-munro-728899ba 4 30514 30517 1.478 0.067 -1 -1 6 5
1 22 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc master 8 10775 10782 1.424 0.072 -1 -1 6 3
1 23 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-728899ba 8 30967 30974 1.328 0.075 -1 -1 6 3
1 24 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-3ded1b78 8 17998 18005 1.426 0.104 2.000 -1 6 3
1 25 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-munro-3ded1b78 8 11976 11983 1.295 0.088 -1 -1 5 3
1 26 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-43ff7415 8 26778 26785 1.318 0.067 -1 -1 5 3
1 27 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-munro-43ff7415 8 13370 13377 1.181 0.072 -1 -1 5 3
1 28 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-munro-728899ba 8 9127 9134 1.401 0.073 2.000 -1 6 3
1 29 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc master 16 5033 5048 1.188 0.085 -1 -1 6 4
1 30 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-728899ba 16 27716 27731 1.513 0.095 2.000 -1 7 3
1 31 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-3ded1b78 16 32331 32346 1.388 0.135 -1 -1 7 3
1 32 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-munro-3ded1b78 16 29934 29949 1.364 0.091 2.000 -1 8 3
1 33 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-43ff7415 16 19820 19835 1.463 0.091 -1 -1 7 3
1 34 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-munro-43ff7415 16 11502 11517 1.758 0.134 3.000 -1 8 5
1 35 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-munro-728899ba 16 25152 25167 1.514 0.095 2.000 -1 8 5
1 36 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc master 32 23078 23109 1.655 0.124 -1 -1 11 5
1 37 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-728899ba 32 2020 2051 2.111 0.117 2.000 -1 8 5
1 38 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-3ded1b78 32 21717 21748 1.764 0.128 2.667 -1 10 3
1 39 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-munro-3ded1b78 32 20602 20633 1.805 0.137 2.667 -1 10 5
1 40 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-43ff7415 32 6398 6429 1.646 0.136 3.333 -1 11 5
1 41 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-munro-43ff7415 32 11685 11716 1.868 0.123 3.333 -1 10 5
1 42 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-munro-728899ba 32 20141 20172 1.542 0.129 2.667 -1 10 3
1 43 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc master 64 1197 1260 1.687 0.193 -1 -1 15 11
1 44 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-728899ba 64 22169 22232 2.031 0.210 4.000 -1 16 3
1 45 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-3ded1b78 64 9356 9419 1.912 0.288 5.538 -1 17 6
1 46 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-munro-3ded1b78 64 17030 17093 1.930 0.203 4.500 -1 17 3
1 47 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-43ff7415 64 2235 2298 1.730 0.187 3.273 -1 14 9
1 48 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-munro-43ff7415 64 2582 2645 1.912 0.196 4.889 -1 15 5
1 49 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-munro-728899ba 64 127 190 1.807 0.198 4.500 -1 15 5
1 50 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc master 128 21467 21594 2.148 0.340 -1 -1 29 9
1 51 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-728899ba 128 192 319 1.878 0.341 7.826 -1 26 11
1 52 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-3ded1b78 128 22098 22225 2.390 0.456 9.217 -1 29 7
1 53 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-munro-3ded1b78 128 16315 16442 2.242 0.353 7.400 -1 28 7
1 54 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-43ff7415 128 13401 13528 2.295 0.353 8.222 -1 29 3
1 55 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-munro-43ff7415 128 13385 13512 2.608 0.369 7.250 -1 28 3
1 56 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-munro-728899ba 128 447 574 1.951 0.332 27.520 -1 27 15
1 57 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc master 256 3588 3843 2.706 0.595 -1 -1 51 13
1 58 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-728899ba 256 5541 5796 2.704 0.708 14.870 -1 53 14
1 59 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-3ded1b78 256 2806 3061 2.609 0.666 15.805 -1 51 9
1 60 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-munro-3ded1b78 256 9167 9422 2.935 0.642 144.235 -1 53 17
1 61 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-43ff7415 256 17770 18025 2.938 0.619 17.893 -1 53 21
1 62 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-munro-43ff7415 256 16502 16757 2.690 0.604 73.182 -1 53 10
1 63 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-munro-728899ba 256 11693 11948 2.869 0.739 18.698 -1 53 13
1 64 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc master 512 7019 7530 3.495 1.150 -1 -1 103 23
1 65 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-728899ba 512 16554 17065 3.729 1.208 54.784 -1 103 25
1 66 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-3ded1b78 512 4865 5376 3.768 1.287 76.052 -1 102 35
1 67 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-munro-3ded1b78 512 16188 16699 3.972 1.316 193.087 -1 104 18
1 68 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-43ff7415 512 20809 21320 3.777 1.143 71.839 -1 104 31
1 69 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-munro-43ff7415 512 1493 2004 3.433 1.557 189.745 -1 100 23
1 70 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-munro-728899ba 512 13739 14250 4.217 1.311 186.316 -1 102 25
1 71 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc master 1024 12621 13644 5.816 3.045 -1 -1 202 53
1 72 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-728899ba 1024 31493 32516 5.878 2.402 176.540 -1 202 50
1 73 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-3ded1b78 1024 7207 8230 5.129 2.364 137.064 -1 201 37
1 74 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-munro-3ded1b78 1024 21975 22998 5.238 2.452 238.788 -1 202 59
1 75 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-43ff7415 1024 22698 23721 5.491 2.191 176.565 -1 202 40
1 76 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-munro-43ff7415 1024 13960 14983 5.196 2.301 227.364 -1 201 40
1 77 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-munro-728899ba 1024 13526 14549 5.428 2.434 250.595 -1 202 49
1 78 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc master 2048 12178 14225 10.169 4.580 -1 -1 400 107
1 79 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-728899ba 2048 22989 25036 8.976 4.560 207.293 -1 400 80
1 80 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-3ded1b78 2048 6133 8180 8.917 4.594 224.083 -1 400 88
1 81 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-munro-3ded1b78 2048 21018 23065 8.766 4.680 260.417 -1 400 101
1 82 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-43ff7415 2048 27398 29445 8.923 4.411 222.035 -1 401 90
1 83 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-munro-43ff7415 2048 11701 13748 9.255 4.401 247.127 -1 400 97
1 84 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-munro-728899ba 2048 28807 30854 8.773 4.660 262.732 -1 399 89
1 85 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc master 4096 32699 36794 17.930 8.640 -1 -1 795 173
1 86 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-728899ba 4096 32170 36265 15.560 9.176 246.485 -1 795 158
1 87 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-3ded1b78 4096 3148 7243 15.264 8.830 248.346 -1 794 196
1 88 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-2-munro-3ded1b78 4096 16066 20161 15.404 9.279 265.162 -1 795 168
1 89 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-43ff7415 4096 18316 22411 15.531 8.638 244.908 -1 796 165
1 90 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-geoghegan-munro-43ff7415 4096 32513 36608 15.717 8.578 262.203 -1 796 162
1 91 0.6141701449555419 100 10000000 625000 93458 0 8 16 worker 12 16 increase 1 asc asc patched-munro-728899ba 4096 8215 12310 15.876 8.880 261.652 -1 795 184
